Order_ID,Customer_ID,Partner_ID,Order_Date,Payment_Mode,Delivery_Time_Min,Delivery_Status
O023122,C03468,D0366,26-11-2022,UPI,29,Cancelled
O023123,C01535,D0107,14-07-2023,Card,36,Delivered
O023124,C01749,D0088,29-07-2024,Wallet,58,Delivered
O023125,C02093,D0492,21-06-2023,Wallet,41,Cancelled
O023126,C03836,D0241,31-08-2021,UPI,60,Delivered
O023127,C03813,D0164,22-10-2024,UPI,49,Cancelled
O023128,C03436,D0386,23-05-2024,Wallet,55,Cancelled
O023129,C00828,D0292,20-04-2022,UPI,37,Cancelled
O023130,C01945,D0222,13-06-2022,Wallet,48,Delivered
O023131,C01455,D0288,17-05-2021,Wallet,40,Late
O023132,C04627,D0231,23-12-2022,Cash,54,Delivered
O023133,C02146,D0262,10-11-2024,UPI,47,Delivered
O023134,C04745,D0041,03-01-2025,Wallet,25,Late
O023135,C03437,D0184,04-08-2022,Card,29,Delivered
O023136,C03404,D0257,10-10-2024,Card,59,Delivered
O023137,C01244,D0049,13-02-2024,Wallet,23,Cancelled
O023138,C00250,D0295,11-07-2025,UPI,33,Late
O023139,C03933,D0196,17-11-2024,Card,50,Delivered
O023140,C02112,D0107,12-05-2021,Cash,37,Late
O023141,C03578,D0255,22-01-2021,Wallet,29,Cancelled
O023142,C04797,D0246,17-12-2022,Card,30,Cancelled
O023143,C03553,D0252,15-09-2023,Card,45,Late
O023144,C02030,D0424,06-02-2025,UPI,45,Late
O023145,C02374,D0143,28-06-2024,UPI,37,Delivered
O023146,C02076,D0316,01-03-2023,UPI,41,Late
O023147,C02265,D0343,02-05-2021,Cash,26,Late
O023148,C04809,D0050,22-06-2021,Card,51,Delivered
O023149,C01948,D0348,07-08-2023,Cash,24,Late
O023150,C04310,D0144,14-04-2021,Cash,41,Late
O023151,C02631,D0485,07-01-2023,Wallet,58,Late
O023152,C01766,D0421,23-12-2021,Wallet,16,Late
O023153,C04537,D0253,10-04-2025,Cash,38,Cancelled
O023154,C01249,D0014,21-07-2022,Cash,18,Delivered
O023155,C01319,D0242,25-07-2024,Wallet,56,Cancelled
O023156,C02177,D0259,15-08-2023,Cash,44,Cancelled
O023157,C02248,D0156,26-11-2021,Wallet,33,Cancelled
O023158,C02270,D0399,23-11-2021,Cash,16,Delivered
O023159,C02232,D0461,06-01-2023,Cash,12,Delivered
O023160,C04671,D0391,29-11-2024,Cash,43,Cancelled
O023161,C03157,D0498,19-05-2025,Card,47,Cancelled
O023162,C02431,D0122,18-04-2023,UPI,11,Late
O023163,C02045,D0240,19-09-2024,Cash,50,Cancelled
O023164,C04023,D0114,12-02-2025,Wallet,22,Cancelled
O023165,C01190,D0187,15-02-2024,Card,32,Delivered
O023166,C03397,D0278,19-08-2023,Cash,41,Cancelled
O023167,C03988,D0185,08-09-2024,Wallet,54,Delivered
O023168,C00914,D0067,17-08-2025,Card,20,Cancelled
O023169,C02299,D0401,27-10-2024,Card,39,Late
O023170,C02305,D0290,05-08-2022,UPI,32,Cancelled
O023171,C02516,D0307,25-06-2025,Card,56,Delivered
O023172,C00231,D0044,27-08-2024,Cash,47,Late
O023173,C03394,D0122,30-06-2024,Card,21,Late
O023174,C01426,D0426,05-01-2024,Cash,22,Late
O023175,C04054,D0215,29-07-2025,Card,28,Late
O023176,C04558,D0233,16-03-2024,UPI,60,Late
O023177,C03825,D0248,11-05-2024,Card,10,Cancelled
O023178,C03938,D0206,24-07-2025,UPI,50,Delivered
O023179,C04621,D0490,23-10-2022,Card,48,Late
O023180,C02806,D0014,27-11-2025,Card,9,Cancelled
O023181,C00822,D0372,21-06-2025,Wallet,58,Delivered
O023182,C00329,D0426,07-03-2023,UPI,51,Late
O023183,C00690,D0171,13-04-2024,Cash,27,Cancelled
O023184,C00624,D0084,31-01-2024,Cash,34,Late
O023185,C03678,D0210,12-10-2023,Card,52,Cancelled
O023186,C00313,D0485,08-12-2021,Card,35,Late
O023187,C04938,D0210,03-07-2023,UPI,15,Late
O023188,C01038,D0355,19-07-2022,Card,38,Cancelled
O023189,C03341,D0478,29-03-2021,Cash,10,Delivered
O023190,C02307,D0145,02-06-2023,Card,23,Late
O023191,C03235,D0288,29-07-2025,Wallet,46,Late
O023192,C03060,D0356,22-08-2023,Cash,27,Delivered
O023193,C03487,D0020,26-09-2022,UPI,35,Delivered
O023194,C03930,D0066,05-12-2022,Cash,57,Delivered
O023195,C00729,D0498,22-12-2021,Cash,50,Late
O023196,C01574,D0194,06-07-2021,Card,22,Delivered
O023197,C04126,D0085,05-03-2023,Card,35,Late
O023198,C04423,D0100,21-01-2023,Card,50,Cancelled
O023199,C01989,D0326,16-02-2025,Wallet,9,Late
O023200,C04466,D0152,08-04-2022,Card,26,Late
O023201,C04555,D0281,03-06-2021,Cash,32,Cancelled
O023202,C04085,D0366,16-06-2025,UPI,30,Cancelled
O023203,C03074,D0165,30-05-2022,Wallet,55,Cancelled
O023204,C00841,D0062,19-09-2024,Wallet,54,Late
O023205,C04999,D0253,02-04-2022,Wallet,12,Delivered
O023206,C00305,D0152,15-06-2025,Cash,14,Delivered
O023207,C02388,D0073,29-12-2025,UPI,41,Cancelled
O023208,C03175,D0065,09-05-2024,Card,43,Late
O023209,C00091,D0279,29-11-2024,UPI,51,Cancelled
O023210,C03013,D0264,19-12-2024,Card,30,Delivered
O023211,C01965,D0314,18-09-2023,Cash,15,Cancelled
O023212,C02852,D0052,14-09-2023,Wallet,49,Cancelled
O023213,C04439,D0079,17-06-2023,Wallet,16,Cancelled
O023214,C01764,D0265,19-02-2025,Card,14,Cancelled
O023215,C04229,D0323,02-02-2025,Card,59,Late
O023216,C03120,D0469,01-03-2024,Cash,32,Cancelled
O023217,C01800,D0097,25-12-2022,Card,29,Late
O023218,C02235,D0105,03-05-2021,Card,35,Cancelled
O023219,C02233,D0243,03-05-2022,UPI,39,Late
O023220,C04184,D0448,03-02-2022,Card,25,Cancelled
O023221,C03879,D0317,21-05-2022,Card,39,Cancelled
O023222,C01680,D0356,12-11-2023,Wallet,59,Delivered
O023223,C01273,D0104,11-01-2023,Wallet,28,Cancelled
O023224,C04973,D0113,16-06-2023,Cash,56,Cancelled
O023225,C02961,D0477,11-10-2024,UPI,44,Delivered
O023226,C02061,D0388,29-05-2022,Cash,28,Late
O023227,C00852,D0445,21-05-2025,Card,16,Cancelled
O023228,C02822,D0376,26-08-2022,UPI,20,Cancelled
O023229,C04233,D0489,04-08-2022,UPI,34,Delivered
O023230,C03425,D0081,04-05-2021,UPI,18,Late
O023231,C02989,D0472,22-11-2025,UPI,28,Late
O023232,C03751,D0265,19-02-2021,Card,40,Late
O023233,C02531,D0109,27-02-2022,Cash,37,Delivered
O023234,C03284,D0258,06-04-2021,Cash,27,Delivered
O023235,C02124,D0208,16-05-2024,UPI,20,Delivered
O023236,C04764,D0046,05-08-2024,UPI,29,Delivered
O023237,C01522,D0171,22-10-2021,UPI,47,Delivered
O023238,C02384,D0251,22-06-2025,Cash,19,Cancelled
O023239,C00961,D0129,30-07-2023,Card,13,Cancelled
O023240,C03387,D0316,30-06-2022,Cash,37,Delivered
O023241,C02620,D0348,22-06-2025,Cash,58,Cancelled
O023242,C03837,D0105,20-05-2023,Cash,20,Delivered
O023243,C02806,D0195,03-11-2024,Card,57,Delivered
O023244,C02478,D0439,25-12-2021,Wallet,49,Late
O023245,C03367,D0193,29-01-2025,UPI,45,Late
O023246,C01036,D0264,09-01-2021,Card,26,Cancelled
O023247,C03373,D0052,09-12-2021,Cash,59,Cancelled
O023248,C04137,D0170,19-02-2023,Wallet,14,Cancelled
O023249,C02560,D0331,02-04-2023,Cash,26,Late
O023250,C01358,D0359,06-02-2022,Cash,45,Cancelled
O023251,C03012,D0127,21-02-2023,Wallet,50,Cancelled
O023252,C03311,D0162,16-06-2022,UPI,54,Cancelled
O023253,C02712,D0406,29-06-2021,Cash,28,Late
O023254,C03359,D0436,03-08-2025,Cash,18,Cancelled
O023255,C00059,D0342,04-07-2025,UPI,42,Late
O023256,C03215,D0257,18-02-2025,Wallet,39,Delivered
O023257,C01887,D0492,03-02-2024,UPI,40,Cancelled
O023258,C00040,D0267,13-12-2021,Card,42,Cancelled
O023259,C02015,D0368,13-09-2024,Cash,10,Cancelled
O023260,C04338,D0497,17-01-2025,Wallet,33,Cancelled
O023261,C00664,D0091,05-09-2022,Cash,23,Cancelled
O023262,C02009,D0027,25-02-2022,UPI,46,Cancelled
O023263,C01562,D0231,28-02-2025,Wallet,12,Late
O023264,C02142,D0097,30-12-2022,UPI,31,Late
O023265,C04075,D0415,23-01-2024,Cash,30,Cancelled
O023266,C02664,D0100,17-12-2025,UPI,45,Cancelled
O023267,C02445,D0490,06-10-2022,Wallet,54,Cancelled
O023268,C03250,D0412,18-03-2024,UPI,54,Delivered
O023269,C00659,D0177,19-08-2023,Wallet,60,Delivered
O023270,C01805,D0471,19-11-2022,UPI,13,Delivered
O023271,C04359,D0031,21-04-2022,UPI,52,Late
O023272,C04240,D0210,23-12-2021,Cash,50,Late
O023273,C04780,D0455,24-12-2021,Cash,36,Delivered
O023274,C00907,D0119,11-05-2025,Cash,52,Cancelled
O023275,C02446,D0195,16-05-2021,Cash,8,Late
O023276,C04377,D0427,21-04-2023,Wallet,55,Cancelled
O023277,C01299,D0195,13-09-2023,UPI,57,Cancelled
O023278,C03939,D0191,20-11-2022,UPI,50,Cancelled
O023279,C00939,D0012,28-01-2023,Cash,14,Cancelled
O023280,C00696,D0371,23-01-2021,Cash,44,Cancelled
O023281,C00489,D0106,29-03-2024,Cash,32,Cancelled
O023282,C00370,D0164,12-09-2023,Card,51,Cancelled
O023283,C04820,D0142,25-11-2025,UPI,8,Delivered
O023284,C01126,D0466,07-07-2025,Cash,25,Delivered
O023285,C04130,D0198,15-01-2023,Cash,8,Late
O023286,C02830,D0491,23-12-2025,UPI,47,Late
O023287,C03706,D0131,17-02-2022,Card,35,Late
O023288,C03755,D0468,04-05-2024,Cash,59,Delivered
O023289,C03751,D0168,30-11-2025,Card,52,Cancelled
O023290,C00107,D0369,28-09-2025,UPI,31,Late
O023291,C03280,D0396,20-10-2025,Wallet,56,Delivered
O023292,C03951,D0129,24-02-2023,Card,26,Delivered
O023293,C01507,D0190,04-03-2022,UPI,25,Cancelled
O023294,C03561,D0223,16-04-2021,Card,14,Delivered
O023295,C03806,D0402,27-08-2025,Cash,37,Cancelled
O023296,C02095,D0378,21-02-2022,UPI,9,Delivered
O023297,C00106,D0434,03-12-2021,Card,29,Cancelled
O023298,C02424,D0015,14-06-2024,Card,44,Late
O023299,C02750,D0098,10-07-2024,Wallet,49,Late
O023300,C00690,D0109,01-10-2025,Card,17,Late
O023301,C04492,D0247,05-09-2025,Wallet,35,Cancelled
O023302,C00549,D0416,08-09-2023,UPI,9,Late
O023303,C02283,D0440,29-09-2025,UPI,38,Late
O023304,C02167,D0215,08-05-2022,Cash,37,Delivered
O023305,C03211,D0467,09-12-2024,Wallet,35,Delivered
O023306,C02759,D0008,27-09-2023,Wallet,48,Delivered
O023307,C01160,D0262,30-11-2024,Card,8,Cancelled
O023308,C03959,D0484,29-04-2023,Card,37,Late
O023309,C00587,D0094,20-06-2021,Wallet,33,Delivered
O023310,C03232,D0181,03-12-2023,Cash,24,Delivered
O023311,C00301,D0035,26-08-2021,Wallet,34,Delivered
O023312,C04584,D0031,22-06-2022,Card,44,Late
O023313,C02966,D0248,05-08-2021,Card,9,Cancelled
O023314,C00988,D0015,02-04-2021,UPI,55,Late
O023315,C02121,D0258,31-03-2022,Card,13,Cancelled
O023316,C00284,D0221,18-09-2024,Wallet,59,Delivered
O023317,C04291,D0292,08-11-2022,Cash,46,Delivered
O023318,C00973,D0276,22-06-2021,UPI,57,Delivered
O023319,C03386,D0393,12-01-2023,Wallet,48,Cancelled
O023320,C03168,D0079,15-10-2025,UPI,31,Delivered
O023321,C03068,D0164,29-09-2025,Card,28,Late
O023322,C01514,D0307,08-01-2021,Wallet,49,Cancelled
O023323,C01587,D0219,21-06-2021,Card,48,Cancelled
O023324,C02034,D0214,21-06-2021,Cash,22,Cancelled
O023325,C00702,D0106,02-08-2023,Card,49,Cancelled
O023326,C02978,D0151,29-05-2021,Wallet,58,Delivered
O023327,C04481,D0383,31-08-2022,Card,8,Late
O023328,C00963,D0395,16-03-2021,Wallet,44,Cancelled
O023329,C02441,D0088,28-12-2022,Wallet,28,Late
O023330,C00930,D0344,01-10-2023,Cash,33,Cancelled
O023331,C00529,D0143,04-01-2024,Cash,30,Cancelled
O023332,C03494,D0199,29-02-2024,Card,46,Cancelled
O023333,C00585,D0101,26-09-2025,Cash,47,Cancelled
O023334,C01443,D0465,30-01-2021,Cash,50,Delivered
O023335,C04244,D0443,02-12-2022,Card,10,Cancelled
O023336,C03327,D0031,11-09-2023,Card,18,Cancelled
O023337,C02936,D0431,11-06-2024,UPI,38,Late
O023338,C02824,D0494,19-02-2022,Card,46,Cancelled
O023339,C01589,D0474,20-06-2024,Cash,23,Delivered
O023340,C01807,D0483,15-12-2021,UPI,49,Delivered
O023341,C03544,D0326,25-06-2024,UPI,10,Delivered
O023342,C04841,D0001,24-01-2025,UPI,39,Cancelled
O023343,C00945,D0176,07-04-2021,Card,30,Cancelled
O023344,C03782,D0227,17-08-2023,UPI,10,Late
O023345,C00157,D0483,15-08-2024,Cash,19,Late
O023346,C03138,D0238,06-04-2023,UPI,56,Late
O023347,C00570,D0297,08-03-2022,Cash,60,Cancelled
O023348,C00023,D0012,19-12-2021,Card,23,Late
O023349,C01082,D0161,25-10-2024,Card,16,Delivered
O023350,C02109,D0366,13-07-2022,Card,42,Late
O023351,C03474,D0480,11-05-2021,Wallet,57,Cancelled
O023352,C02445,D0187,14-09-2023,UPI,13,Late
O023353,C04150,D0265,01-05-2024,Card,28,Cancelled
O023354,C01780,D0010,13-11-2023,Wallet,16,Late
O023355,C02521,D0206,21-08-2021,Cash,19,Delivered
O023356,C02231,D0245,02-10-2023,Cash,35,Cancelled
O023357,C00665,D0102,16-08-2021,UPI,11,Cancelled
O023358,C03864,D0236,13-05-2023,Cash,11,Late
O023359,C03841,D0161,09-09-2024,Cash,11,Delivered
O023360,C04463,D0321,19-11-2021,UPI,57,Cancelled
O023361,C00833,D0027,20-12-2022,UPI,20,Delivered
O023362,C03816,D0308,07-08-2022,Cash,29,Delivered
O023363,C04049,D0232,19-10-2021,Cash,8,Cancelled
O023364,C03705,D0219,03-12-2025,Wallet,34,Late
O023365,C00552,D0286,09-09-2024,UPI,31,Late
O023366,C01925,D0443,23-10-2022,Wallet,34,Cancelled
O023367,C01266,D0016,01-03-2025,Wallet,17,Cancelled
O023368,C02456,D0184,21-12-2023,UPI,51,Cancelled
O023369,C04073,D0162,05-09-2024,Card,49,Delivered
O023370,C02257,D0488,14-05-2025,Card,33,Late
O023371,C01049,D0232,26-03-2023,Cash,17,Delivered
O023372,C03066,D0042,23-11-2024,UPI,46,Late
O023373,C04186,D0120,29-12-2024,Wallet,59,Late
O023374,C04387,D0285,31-08-2021,Card,38,Late
O023375,C02526,D0332,21-07-2022,Card,59,Delivered
O023376,C03334,D0177,09-04-2022,Card,34,Delivered
O023377,C01767,D0291,03-03-2021,Cash,50,Late
O023378,C03471,D0209,09-12-2022,Wallet,8,Delivered
O023379,C04113,D0203,17-07-2021,UPI,28,Delivered
O023380,C04882,D0084,25-04-2021,Card,37,Late
O023381,C01919,D0258,10-10-2023,UPI,37,Cancelled
O023382,C04673,D0352,09-11-2025,Card,36,Delivered
O023383,C02629,D0041,28-01-2025,Card,58,Late
O023384,C00659,D0360,23-04-2021,Cash,8,Cancelled
O023385,C03671,D0043,30-07-2023,Cash,47,Delivered
O023386,C04693,D0496,09-08-2023,UPI,59,Late
O023387,C01847,D0073,12-04-2021,Cash,49,Cancelled
O023388,C04426,D0090,16-12-2021,Card,30,Cancelled
O023389,C02438,D0305,16-04-2024,Wallet,16,Cancelled
O023390,C02198,D0305,02-01-2021,Cash,9,Cancelled
O023391,C01745,D0176,09-03-2023,UPI,39,Cancelled
O023392,C01035,D0028,02-10-2023,Wallet,13,Cancelled
O023393,C04558,D0466,04-09-2025,Card,57,Delivered
O023394,C01402,D0402,22-08-2023,Cash,21,Late
O023395,C04295,D0253,04-11-2021,Wallet,35,Delivered
O023396,C02221,D0382,23-02-2024,Wallet,43,Late
O023397,C00065,D0049,27-05-2023,UPI,8,Delivered
O023398,C01811,D0032,29-05-2024,Cash,48,Cancelled
O023399,C04935,D0105,30-12-2024,Wallet,42,Delivered
O023400,C03181,D0293,08-05-2023,Wallet,43,Cancelled
O023401,C01258,D0002,12-12-2024,Card,13,Delivered
O023402,C02505,D0157,13-06-2023,Cash,15,Delivered
O023403,C03307,D0126,02-06-2025,Cash,25,Late
O023404,C01996,D0199,17-06-2021,Cash,57,Delivered
O023405,C03532,D0331,14-05-2022,UPI,50,Cancelled
O023406,C04010,D0174,30-04-2025,Card,12,Late
O023407,C00210,D0310,14-02-2024,Wallet,29,Cancelled
O023408,C03270,D0105,15-10-2021,Wallet,60,Late
O023409,C03566,D0406,13-04-2023,Wallet,19,Cancelled
O023410,C01168,D0443,20-01-2021,Cash,32,Delivered
O023411,C03013,D0087,19-06-2025,Wallet,50,Delivered
O023412,C01424,D0308,21-09-2021,UPI,17,Late
O023413,C01762,D0124,01-08-2021,UPI,49,Cancelled
O023414,C03635,D0298,15-09-2024,Wallet,28,Late
O023415,C02918,D0211,03-01-2025,UPI,28,Cancelled
O023416,C02903,D0362,30-08-2025,Wallet,47,Delivered
O023417,C01885,D0230,21-05-2022,UPI,25,Cancelled
O023418,C00256,D0018,08-10-2023,Card,24,Late
O023419,C03946,D0494,11-09-2025,Wallet,41,Cancelled
O023420,C01471,D0263,24-03-2025,Cash,59,Cancelled
O023421,C00765,D0175,16-02-2023,Cash,46,Late
O023422,C01626,D0051,29-12-2023,Wallet,56,Late
O023423,C03560,D0122,20-02-2022,Cash,16,Delivered
O023424,C02939,D0417,01-04-2021,Cash,34,Cancelled
O023425,C04754,D0213,01-02-2024,Wallet,19,Cancelled
O023426,C03938,D0317,18-10-2023,Card,58,Delivered
O023427,C02367,D0451,25-07-2022,Wallet,29,Late
O023428,C01161,D0313,30-05-2024,Card,48,Delivered
O023429,C03216,D0183,01-10-2023,Wallet,46,Delivered
O023430,C00618,D0250,21-09-2024,Card,48,Late
O023431,C03204,D0231,17-08-2025,Cash,9,Delivered
O023432,C02121,D0113,23-12-2024,Wallet,16,Cancelled
O023433,C04270,D0341,01-11-2022,Wallet,8,Late
O023434,C04534,D0180,08-01-2022,Cash,22,Delivered
O023435,C04361,D0338,26-01-2021,Cash,21,Cancelled
O023436,C04896,D0188,08-05-2023,UPI,12,Delivered
O023437,C00294,D0477,28-09-2021,Cash,46,Delivered
O023438,C02957,D0433,30-11-2022,Cash,59,Delivered
O023439,C00482,D0044,14-12-2021,UPI,35,Cancelled
O023440,C02980,D0495,16-11-2024,Wallet,36,Delivered
O023441,C02926,D0022,21-09-2023,Wallet,60,Delivered
O023442,C04704,D0029,14-04-2022,Wallet,40,Cancelled
O023443,C03589,D0475,19-11-2021,Wallet,56,Cancelled
O023444,C01132,D0088,27-01-2024,Card,53,Delivered
O023445,C00574,D0315,09-09-2023,Wallet,34,Late
O023446,C01387,D0302,05-08-2022,UPI,39,Late
O023447,C01049,D0085,03-01-2024,Card,9,Delivered
O023448,C02235,D0478,19-12-2022,Wallet,21,Delivered
O023449,C03758,D0098,09-08-2024,Card,34,Delivered
O023450,C03224,D0305,30-08-2025,UPI,30,Cancelled
O023451,C03012,D0448,31-10-2025,Cash,59,Late
O023452,C00110,D0453,04-08-2024,Wallet,38,Cancelled
O023453,C02200,D0317,18-12-2025,UPI,60,Cancelled
O023454,C00661,D0216,14-10-2024,Card,10,Late
O023455,C03511,D0462,12-08-2024,Card,27,Cancelled
O023456,C04911,D0245,03-11-2022,UPI,11,Late
O023457,C00715,D0056,24-12-2021,Cash,30,Delivered
O023458,C01207,D0030,19-06-2022,Cash,35,Late
O023459,C00419,D0030,17-01-2023,UPI,38,Cancelled
O023460,C00470,D0066,07-07-2025,UPI,18,Delivered
O023461,C02562,D0497,26-10-2021,Cash,21,Delivered
O023462,C04485,D0085,19-09-2023,Card,9,Late
O023463,C01300,D0138,09-10-2025,UPI,43,Late
O023464,C02045,D0419,23-05-2022,UPI,18,Delivered
O023465,C04496,D0435,29-05-2024,Cash,42,Cancelled
O023466,C01020,D0192,26-02-2021,Card,14,Cancelled
O023467,C00859,D0186,05-02-2024,UPI,29,Cancelled
O023468,C03261,D0389,26-02-2021,UPI,59,Cancelled
O023469,C02859,D0302,30-10-2024,Card,29,Late
O023470,C03097,D0309,03-08-2022,Card,43,Late
O023471,C03546,D0419,14-11-2024,UPI,55,Cancelled
O023472,C00251,D0221,13-08-2021,Wallet,20,Delivered
O023473,C00368,D0238,21-02-2025,Card,11,Late
O023474,C03976,D0007,28-03-2024,Wallet,58,Late
O023475,C02372,D0033,12-11-2021,Card,20,Delivered
O023476,C01541,D0305,17-08-2022,Wallet,55,Delivered
O023477,C03593,D0194,25-12-2025,Card,57,Late
O023478,C02895,D0310,27-12-2022,Cash,43,Late
O023479,C01246,D0001,12-11-2025,UPI,14,Delivered
O023480,C00266,D0170,16-09-2021,Cash,26,Delivered
O023481,C03738,D0351,11-04-2023,Cash,35,Cancelled
O023482,C04692,D0065,23-05-2025,Wallet,52,Delivered
O023483,C04448,D0477,24-03-2021,UPI,48,Late
O023484,C02746,D0409,28-03-2023,Cash,33,Delivered
O023485,C02068,D0336,29-12-2025,Wallet,28,Late
O023486,C04253,D0135,11-11-2022,Card,48,Cancelled
O023487,C03929,D0453,11-11-2023,Card,46,Cancelled
O023488,C00403,D0266,10-08-2024,Wallet,26,Cancelled
O023489,C04428,D0173,22-04-2021,UPI,47,Delivered
O023490,C03083,D0357,07-08-2023,UPI,52,Delivered
O023491,C00444,D0204,25-08-2021,Wallet,51,Delivered
O023492,C02576,D0070,23-05-2022,Wallet,34,Late
O023493,C01819,D0222,10-10-2021,Cash,43,Late
O023494,C00438,D0335,10-07-2024,Card,56,Delivered
O023495,C02106,D0005,18-05-2022,Card,51,Delivered
O023496,C01253,D0130,29-12-2021,Wallet,29,Late
O023497,C03169,D0047,10-11-2025,Card,57,Late
O023498,C03876,D0317,23-09-2024,Cash,55,Delivered
O023499,C01955,D0174,04-08-2021,Wallet,8,Cancelled
O023500,C03268,D0404,29-01-2023,Cash,26,Late
O023501,C01624,D0017,11-06-2022,Card,54,Delivered
O023502,C00589,D0435,18-10-2022,Wallet,33,Cancelled
O023503,C03626,D0317,19-10-2023,Cash,10,Delivered
O023504,C01248,D0053,27-07-2021,Card,47,Delivered
O023505,C03064,D0456,24-04-2024,Wallet,21,Delivered
O023506,C02905,D0329,28-03-2021,UPI,58,Cancelled
O023507,C00271,D0158,27-06-2022,Card,31,Late
O023508,C03685,D0438,08-11-2021,Cash,49,Delivered
O023509,C02985,D0281,20-03-2024,Card,38,Delivered
O023510,C01521,D0182,23-05-2025,Wallet,16,Cancelled
O023511,C03543,D0268,12-02-2021,Cash,52,Delivered
O023512,C00174,D0450,25-10-2025,UPI,13,Late
O023513,C02952,D0361,18-06-2025,Card,57,Delivered
O023514,C03236,D0406,14-08-2025,UPI,31,Delivered
O023515,C03040,D0453,12-12-2022,UPI,35,Delivered
O023516,C00063,D0414,29-04-2022,Cash,19,Cancelled
O023517,C01086,D0393,13-12-2023,Card,31,Cancelled
O023518,C03528,D0092,24-10-2023,UPI,53,Cancelled
O023519,C00388,D0212,17-08-2025,Wallet,16,Delivered
O023520,C03012,D0420,21-05-2023,Wallet,19,Cancelled
O023521,C03703,D0041,13-10-2023,UPI,49,Cancelled
O023522,C01534,D0500,18-10-2025,Card,48,Cancelled
O023523,C04705,D0237,06-04-2024,UPI,20,Cancelled
O023524,C02474,D0130,27-11-2023,Cash,38,Cancelled
O023525,C00954,D0190,22-06-2023,Wallet,25,Late
O023526,C01392,D0446,04-09-2024,Card,59,Cancelled
O023527,C04859,D0065,04-10-2024,Wallet,47,Late
O023528,C00546,D0051,31-05-2023,Wallet,45,Delivered
O023529,C00792,D0284,07-03-2024,Card,51,Cancelled
O023530,C01366,D0209,14-04-2023,Wallet,21,Cancelled
O023531,C01875,D0303,28-11-2021,Wallet,24,Cancelled
O023532,C04576,D0192,22-04-2024,UPI,19,Delivered
O023533,C03223,D0237,22-05-2025,Cash,59,Cancelled
O023534,C04295,D0165,03-08-2021,Cash,21,Delivered
O023535,C03034,D0322,12-01-2023,Card,20,Delivered
O023536,C00190,D0019,08-07-2021,Card,52,Late
O023537,C00996,D0312,23-03-2021,Wallet,59,Late
O023538,C03974,D0122,18-07-2025,Card,37,Delivered
O023539,C01965,D0253,28-11-2022,Cash,10,Delivered
O023540,C04412,D0394,10-07-2025,Card,43,Cancelled
O023541,C01802,D0237,04-02-2024,Card,57,Late
O023542,C00711,D0271,25-06-2022,UPI,27,Delivered
O023543,C03212,D0136,29-06-2025,Card,57,Cancelled
O023544,C01481,D0322,07-06-2023,UPI,35,Delivered
O023545,C03430,D0198,22-04-2023,Card,29,Cancelled
O023546,C04209,D0116,12-03-2024,Card,28,Cancelled
O023547,C01031,D0333,12-10-2025,Cash,52,Delivered
O023548,C02092,D0274,05-05-2022,UPI,11,Delivered
O023549,C00746,D0087,07-04-2025,Cash,59,Delivered
O023550,C00747,D0474,24-10-2025,Cash,44,Late
O023551,C02287,D0404,25-01-2023,Cash,22,Cancelled
O023552,C04036,D0445,22-03-2022,Cash,32,Delivered
O023553,C02990,D0413,30-03-2024,Wallet,12,Late
O023554,C03958,D0175,03-04-2022,Cash,48,Late
O023555,C02420,D0251,21-01-2025,Cash,28,Cancelled
O023556,C04872,D0113,24-09-2022,Card,23,Late
O023557,C02794,D0296,26-04-2025,Card,14,Late
O023558,C00653,D0385,25-03-2022,Wallet,16,Cancelled
O023559,C00997,D0354,18-02-2023,Wallet,12,Cancelled
O023560,C00605,D0109,07-01-2024,Wallet,16,Delivered
O023561,C01013,D0289,17-03-2023,UPI,12,Cancelled
O023562,C04178,D0048,14-06-2024,Card,60,Cancelled
O023563,C03631,D0159,31-03-2021,UPI,12,Late
O023564,C00116,D0319,19-02-2022,UPI,21,Delivered
O023565,C03146,D0456,07-01-2021,Wallet,59,Late
O023566,C00226,D0466,27-04-2022,Card,48,Late
O023567,C03995,D0450,07-05-2024,UPI,27,Cancelled
O023568,C04381,D0312,06-10-2022,UPI,53,Delivered
O023569,C00160,D0120,16-09-2023,Wallet,38,Late
O023570,C03619,D0318,21-11-2021,UPI,14,Late
O023571,C02785,D0003,05-07-2025,Card,43,Late
O023572,C01483,D0284,07-12-2025,Card,14,Cancelled
O023573,C03286,D0186,27-01-2021,Wallet,30,Delivered
O023574,C03587,D0184,23-02-2024,Wallet,10,Cancelled
O023575,C04259,D0136,11-10-2022,UPI,57,Cancelled
O023576,C03577,D0046,09-04-2022,UPI,57,Delivered
O023577,C03758,D0094,16-12-2025,Cash,46,Delivered
O023578,C01411,D0193,14-11-2022,Card,30,Cancelled
O023579,C04461,D0383,26-02-2024,UPI,52,Cancelled
O023580,C02900,D0329,27-11-2025,Wallet,13,Delivered
O023581,C03597,D0353,29-05-2025,Cash,58,Delivered
O023582,C00518,D0286,09-01-2023,Cash,47,Cancelled
O023583,C02296,D0258,20-10-2021,Cash,35,Delivered
O023584,C03733,D0335,06-01-2023,Cash,48,Cancelled
O023585,C02568,D0188,29-08-2023,Cash,49,Delivered
O023586,C03815,D0172,29-10-2024,Wallet,24,Cancelled
O023587,C00647,D0496,07-12-2022,UPI,54,Cancelled
O023588,C00538,D0038,02-05-2025,Card,12,Late
O023589,C01448,D0295,09-02-2024,UPI,34,Delivered
